Timestamp;Visitors IN;Visitors OUT;Men IN;Men OUT;Women IN;Women OUT;Group IN;Group OUT;Passersby
10/10/2024 0:00;0;0;0;0;0;0;0;0;30
10/10/2024 1:00;0;0;0;0;0;0;0;0;14
10/10/2024 2:00;0;0;0;0;0;0;0;0;37
10/10/2024 3:00;0;0;0;0;0;0;0;0;24
10/10/2024 4:00;0;0;0;0;0;0;0;0;14
10/10/2024 5:00;0;0;0;0;0;0;0;0;92
10/10/2024 6:00;0;0;0;0;0;0;0;0;183
10/10/2024 7:00;19;19;0;1;11;8;19;19;632
10/10/2024 8:00;83;66;17;10;38;31;77;61;2701
10/10/2024 9:00;117;99;29;18;59;51;105;91;3215
10/10/2024 10:00;88;85;30;18;34;38;81;76;3384
10/10/2024 11:00;91;97;20;27;42;43;82;89;5412
10/10/2024 12:00;226;193;56;40;134;114;197;170;8205
10/10/2024 13:00;210;236;38;39;114;137;185;207;7553
10/10/2024 14:00;103;102;28;21;48;55;88;87;5065
10/10/2024 15:00;92;104;21;22;34;47;79;94;5113
10/10/2024 16:00;75;99;22;24;34;49;66;85;7208
10/10/2024 17:00;79;86;16;18;37;41;69;73;7494
10/10/2024 18:00;50;63;11;11;20;30;47;54;5345
10/10/2024 19:00;21;40;3;9;9;17;22;35;3675
10/10/2024 20:00;2;5;1;2;1;2;2;5;1594
10/10/2024 21:00;0;0;0;0;0;0;0;0;1037
10/10/2024 22:00;0;0;0;0;0;0;0;0;1075
10/10/2024 23:00;0;0;0;0;0;0;0;0;541
11/10/2024 0:00;0;0;0;0;0;0;0;0;266
11/10/2024 1:00;0;0;0;0;0;0;0;0;40
11/10/2024 2:00;0;0;0;0;0;0;0;0;41
11/10/2024 3:00;0;0;0;0;0;0;0;0;14
11/10/2024 4:00;0;0;0;0;0;0;0;0;9
11/10/2024 5:00;0;0;0;0;0;0;0;0;70
11/10/2024 6:00;1;1;0;0;1;1;1;1;181
11/10/2024 7:00;16;13;6;6;7;3;14;11;908
11/10/2024 8:00;63;46;13;9;34;26;61;45;1791
11/10/2024 9:00;86;84;28;25;36;35;79;77;2907
11/10/2024 10:00;69;66;23;15;32;28;60;65;3550
11/10/2024 11:00;103;96;26;23;49;44;92;86;4907
11/10/2024 12:00;167;148;41;37;90;77;144;130;7932
11/10/2024 13:00;163;183;40;31;98;111;148;160;7918
11/10/2024 14:00;102;96;15;12;62;57;88;84;7067
11/10/2024 15:00;92;96;23;14;42;51;78;83;8794
11/10/2024 16:00;105;113;16;20;68;64;90;97;9894
11/10/2024 17:00;70;85;16;11;39;53;64;76;9587
11/10/2024 18:00;65;72;10;12;37;40;55;68;7931
11/10/2024 19:00;23;50;2;9;12;25;20;38;4327
11/10/2024 20:00;0;0;0;0;0;0;0;0;2545
11/10/2024 21:00;0;0;0;0;0;0;0;0;1652
11/10/2024 22:00;0;0;0;0;0;0;0;0;1067
11/10/2024 23:00;0;0;0;0;0;0;0;0;1047
12/10/2024 0:00;0;0;0;0;0;0;0;0;446
12/10/2024 1:00;0;0;0;0;0;0;0;0;189
12/10/2024 2:00;0;0;0;0;0;0;0;0;117
12/10/2024 3:00;0;0;0;0;0;0;0;0;56
12/10/2024 4:00;0;0;0;0;0;0;0;0;54
12/10/2024 5:00;0;0;0;0;0;0;0;0;103
12/10/2024 6:00;0;0;0;0;0;0;0;0;195
12/10/2024 7:00;0;0;0;0;0;0;0;0;348
12/10/2024 8:00;16;13;2;2;7;6;15;12;804
12/10/2024 9:00;77;58;15;6;46;30;71;47;1735
12/10/2024 10:00;100;89;25;16;40;40;85;84;3417
12/10/2024 11:00;104;89;21;17;54;45;90;78;5588
12/10/2024 12:00;154;137;27;22;81;72;127;115;7095
12/10/2024 13:00;171;176;39;32;101;90;143;141;9028
12/10/2024 14:00;162;176;33;34;90;92;134;142;10691
12/10/2024 15:00;158;145;34;23;83;80;131;121;10710
12/10/2024 16:00;162;149;23;18;95;81;134;124;10495
12/10/2024 17:00;136;179;23;25;65;93;110;140;10029
12/10/2024 18:00;82;102;17;20;40;48;66;88;9595
12/10/2024 19:00;26;42;3;7;12;23;21;38;4009
12/10/2024 20:00;0;1;0;1;0;0;0;1;2412
12/10/2024 21:00;0;1;0;0;0;0;0;1;1378
12/10/2024 22:00;0;0;0;0;0;0;0;0;1140
12/10/2024 23:00;0;0;0;0;0;0;0;0;640
13/10/2024 0:00;0;0;0;0;0;0;0;0;261
13/10/2024 1:00;0;0;0;0;0;0;0;0;265
13/10/2024 2:00;0;0;0;0;0;0;0;0;104
13/10/2024 3:00;0;0;0;0;0;0;0;0;53
13/10/2024 4:00;0;0;0;0;0;0;0;0;43
13/10/2024 5:00;0;0;0;0;0;0;0;0;81
13/10/2024 6:00;0;0;0;0;0;0;0;0;116
13/10/2024 7:00;0;0;0;0;0;0;0;0;125
13/10/2024 8:00;0;0;0;0;0;0;0;0;309
13/10/2024 9:00;20;9;5;2;7;3;18;9;774
13/10/2024 10:00;43;39;13;9;17;19;38;34;1205
13/10/2024 11:00;48;52;12;11;24;23;41;48;1665
13/10/2024 12:00;44;44;15;7;17;14;38;37;1984
13/10/2024 13:00;55;55;9;8;28;29;50;46;2240
13/10/2024 14:00;58;48;12;5;28;25;48;40;2325
13/10/2024 15:00;60;72;21;10;22;31;56;61;2599
13/10/2024 16:00;21;38;7;8;10;15;19;34;2308
13/10/2024 17:00;0;0;0;0;0;0;0;0;1912
13/10/2024 18:00;0;0;0;0;0;0;0;0;2006
13/10/2024 19:00;0;0;0;0;0;0;0;0;1551
13/10/2024 20:00;0;0;0;0;0;0;0;0;1035
13/10/2024 21:00;0;0;0;0;0;0;0;0;1030
13/10/2024 22:00;0;0;0;0;0;0;0;0;598
13/10/2024 23:00;0;0;0;0;0;0;0;0;351
14/10/2024 0:00;0;0;0;0;0;0;0;0;130
14/10/2024 1:00;0;0;0;0;0;0;0;0;57
14/10/2024 2:00;0;0;0;0;0;0;0;0;20
14/10/2024 3:00;0;0;0;0;0;0;0;0;60
14/10/2024 4:00;0;0;0;0;0;0;0;0;21
14/10/2024 5:00;0;0;0;0;0;0;0;0;99
14/10/2024 6:00;0;0;0;0;0;0;0;0;253
14/10/2024 7:00;16;12;7;4;5;4;16;12;881
14/10/2024 8:00;52;39;15;9;28;16;52;37;1904
14/10/2024 9:00;95;75;19;16;48;30;84;71;2248
14/10/2024 10:00;97;88;23;15;37;39;83;78;2267
14/10/2024 11:00;75;75;18;19;21;25;69;65;2261
14/10/2024 12:00;160;149;45;38;74;60;140;133;4798
14/10/2024 13:00;133;158;31;29;59;68;115;137;5105
14/10/2024 14:00;110;117;16;17;60;65;98;106;3210
14/10/2024 15:00;71;76;8;12;27;34;64;70;3495
14/10/2024 16:00;57;68;10;9;25;35;53;61;5879
14/10/2024 17:00;53;69;5;7;30;43;49;62;6116
14/10/2024 18:00;58;71;12;9;30;39;55;63;5773
14/10/2024 19:00;17;39;2;6;9;20;17;36;3051
14/10/2024 20:00;0;0;0;0;0;0;0;0;1545
14/10/2024 21:00;1;2;0;0;0;1;1;2;1156
14/10/2024 22:00;0;0;0;0;0;0;0;0;625
14/10/2024 23:00;0;0;0;0;0;0;0;0;501
15/10/2024 0:00;0;0;0;0;0;0;0;0;96
15/10/2024 1:00;0;0;0;0;0;0;0;0;40
15/10/2024 2:00;0;0;0;0;0;0;0;0;27
15/10/2024 3:00;0;0;0;0;0;0;0;0;16
15/10/2024 4:00;0;0;0;0;0;0;0;0;20
15/10/2024 5:00;0;0;0;0;0;0;0;0;102
15/10/2024 6:00;2;0;1;0;1;0;2;0;221
15/10/2024 7:00;33;21;9;7;6;6;33;21;1075
15/10/2024 8:00;81;61;11;12;46;31;76;57;2392
15/10/2024 9:00;90;87;22;16;51;39;83;76;2590
15/10/2024 10:00;86;84;28;22;42;37;75;73;3223
15/10/2024 11:00;78;73;17;19;37;34;73;68;4006
15/10/2024 12:00;206;178;59;52;109;83;175;156;8393
15/10/2024 13:00;196;209;54;40;116;125;170;182;7463
15/10/2024 14:00;102;122;23;21;65;68;92;107;5928
15/10/2024 15:00;74;61;12;9;38;36;65;58;6590
15/10/2024 16:00;92;98;21;12;47;58;78;86;7828
15/10/2024 17:00;95;110;19;14;56;65;81;91;7998
15/10/2024 18:00;109;127;19;21;52;63;94;112;7549
15/10/2024 19:00;24;43;4;7;13;17;22;36;3962
15/10/2024 20:00;3;4;2;2;1;2;2;4;1818
15/10/2024 21:00;1;1;0;0;1;1;1;1;1386
15/10/2024 22:00;0;0;0;0;0;0;0;0;975
15/10/2024 23:00;0;0;0;0;0;0;0;0;479
16/10/2024 0:00;0;0;0;0;0;0;0;0;126
16/10/2024 1:00;0;0;0;0;0;0;0;0;52
16/10/2024 2:00;0;0;0;0;0;0;0;0;31
16/10/2024 3:00;0;0;0;0;0;0;0;0;15
16/10/2024 4:00;0;0;0;0;0;0;0;0;12
16/10/2024 5:00;0;0;0;0;0;0;0;0;107
16/10/2024 6:00;0;0;0;0;0;0;0;0;297
16/10/2024 7:00;19;11;3;3;10;5;19;10;1043
16/10/2024 8:00;66;50;12;6;39;30;64;49;2398
16/10/2024 9:00;87;75;26;24;37;30;82;71;2485
16/10/2024 10:00;52;64;16;14;24;29;49;58;3227
16/10/2024 11:00;80;85;16;14;47;46;76;79;4260
16/10/2024 12:00;164;138;26;24;98;86;145;121;8096
16/10/2024 13:00;190;185;39;33;103;103;159;155;9132
16/10/2024 14:00;79;102;19;13;45;56;73;92;6752
16/10/2024 15:00;93;93;24;19;49;46;76;82;7432
16/10/2024 16:00;73;80;15;12;47;48;65;72;7670
16/10/2024 17:00;86;99;16;16;51;63;80;89;8920
16/10/2024 18:00;55;64;8;10;30;36;49;53;7015
16/10/2024 19:00;13;37;0;7;7;19;12;37;4652
16/10/2024 20:00;0;0;0;0;0;0;0;0;2019
16/10/2024 21:00;0;0;0;0;0;0;0;0;1482
16/10/2024 22:00;0;0;0;0;0;0;0;0;1100
16/10/2024 23:00;0;0;0;0;0;0;0;0;753
17/10/2024 0:00;0;0;0;0;0;0;0;0;245
17/10/2024 1:00;0;0;0;0;0;0;0;0;77
17/10/2024 2:00;0;0;0;0;0;0;0;0;37
17/10/2024 3:00;0;0;0;0;0;0;0;0;18
17/10/2024 4:00;0;0;0;0;0;0;0;0;19
17/10/2024 5:00;0;0;0;0;0;0;0;0;86
17/10/2024 6:00;0;0;0;0;0;0;0;0;288
17/10/2024 7:00;14;12;3;3;3;3;12;11;973
17/10/2024 8:00;60;47;9;6;35;25;56;44;2282
17/10/2024 9:00;98;81;21;14;45;41;90;73;2688
17/10/2024 10:00;100;107;24;19;57;48;89;99;3191
17/10/2024 11:00;59;56;15;15;36;27;54;50;4082
17/10/2024 12:00;203;169;51;40;118;99;176;144;7783
17/10/2024 13:00;167;196;36;38;97;115;147;169;6883
17/10/2024 14:00;99;92;22;13;58;52;86;83;6440
17/10/2024 15:00;85;80;21;16;41;47;72;67;6612
17/10/2024 16:00;86;102;14;16;51;59;74;90;7932
17/10/2024 17:00;56;64;13;16;35;33;53;58;8244
17/10/2024 18:00;47;65;8;11;25;30;42;52;7516
17/10/2024 19:00;22;39;0;6;11;15;20;38;3594
17/10/2024 20:00;0;0;0;0;0;0;0;0;1758
17/10/2024 21:00;0;0;0;0;0;0;0;0;1325
17/10/2024 22:00;0;0;0;0;0;0;0;0;1061
17/10/2024 23:00;0;0;0;0;0;0;0;0;594
18/10/2024 0:00;0;0;0;0;0;0;0;0;232
18/10/2024 1:00;0;0;0;0;0;0;0;0;61
18/10/2024 2:00;0;0;0;0;0;0;0;0;52
18/10/2024 3:00;0;0;0;0;0;0;0;0;46
18/10/2024 4:00;0;0;0;0;0;0;0;0;53
18/10/2024 5:00;0;0;0;0;0;0;0;0;137
18/10/2024 6:00;0;0;0;0;0;0;0;0;224
18/10/2024 7:00;19;8;5;2;5;4;18;8;999
18/10/2024 8:00;74;59;13;14;38;25;71;55;2675
18/10/2024 9:00;90;79;29;20;41;32;79;71;2792
18/10/2024 10:00;91;101;17;20;52;51;80;88;3275
18/10/2024 11:00;98;87;25;19;52;49;89;79;4187
18/10/2024 12:00;180;153;36;31;105;93;155;139;7298
18/10/2024 13:00;166;186;33;31;96;111;148;159;7558
18/10/2024 14:00;106;108;18;17;70;57;90;94;8519
18/10/2024 15:00;73;85;13;14;43;52;68;73;8025
18/10/2024 16:00;79;79;11;13;51;53;64;69;8952
18/10/2024 17:00;66;81;12;16;38;44;53;70;8898
18/10/2024 18:00;70;73;10;15;39;38;62;64;7905
18/10/2024 19:00;19;44;3;7;8;22;17;36;4240
18/10/2024 20:00;1;3;0;0;1;2;0;3;2539
18/10/2024 21:00;0;0;0;0;0;0;0;0;1996
18/10/2024 22:00;0;0;0;0;0;0;0;0;1468
18/10/2024 23:00;0;0;0;0;0;0;0;0;1160
19/10/2024 0:00;0;0;0;0;0;0;0;0;455
19/10/2024 1:00;0;0;0;0;0;0;0;0;98
19/10/2024 2:00;0;0;0;0;0;0;0;0;58
19/10/2024 3:00;0;0;0;0;0;0;0;0;29
19/10/2024 4:00;0;0;0;0;0;0;0;0;34
19/10/2024 5:00;0;0;0;0;0;0;0;0;64
19/10/2024 6:00;0;0;0;0;0;0;0;0;137
19/10/2024 7:00;1;1;0;0;1;1;1;1;451
19/10/2024 8:00;18;13;4;2;10;5;17;12;734
19/10/2024 9:00;61;52;17;11;36;29;55;48;1869
19/10/2024 10:00;105;90;33;21;45;38;90;80;3907
19/10/2024 11:00;124;104;26;27;60;54;104;87;6142
19/10/2024 12:00;152;162;34;24;82;82;123;133;8087
19/10/2024 13:00;180;162;43;31;102;90;138;128;9073
19/10/2024 14:00;147;178;24;33;80;92;120;139;10839
19/10/2024 15:00;129;127;25;21;82;74;103;102;11341
19/10/2024 16:00;153;153;32;26;94;97;121;126;12261
19/10/2024 17:00;121;132;15;18;68;76;101;113;11437
19/10/2024 18:00;70;90;9;12;40;53;59;69;9913
19/10/2024 19:00;33;48;8;9;14;19;28;40;5196
19/10/2024 20:00;0;1;0;0;0;1;0;1;3221
19/10/2024 21:00;0;0;0;0;0;0;0;0;2065
19/10/2024 22:00;0;0;0;0;0;0;0;0;1469
19/10/2024 23:00;0;0;0;0;0;0;0;0;1188
20/10/2024 0:00;0;0;0;0;0;0;0;0;641
20/10/2024 1:00;0;0;0;0;0;0;0;0;300
20/10/2024 2:00;0;0;0;0;0;0;0;0;162
20/10/2024 3:00;0;0;0;0;0;0;0;0;88
20/10/2024 4:00;0;0;0;0;0;0;0;0;110
20/10/2024 5:00;0;0;0;0;0;0;0;0;72
20/10/2024 6:00;0;0;0;0;0;0;0;0;106
20/10/2024 7:00;0;0;0;0;0;0;0;0;168
20/10/2024 8:00;0;0;0;0;0;0;0;0;493
20/10/2024 9:00;11;8;3;1;3;3;11;8;648
20/10/2024 10:00;35;21;14;7;13;10;27;18;1043
20/10/2024 11:00;48;54;21;21;16;17;40;44;1784
20/10/2024 12:00;53;50;15;13;24;17;47;43;1853
20/10/2024 13:00;57;60;14;12;31;34;46;54;2153
20/10/2024 14:00;30;37;10;8;13;17;26;29;2394
20/10/2024 15:00;51;49;6;3;33;29;42;42;3135
20/10/2024 16:00;22;32;6;5;14;19;17;25;3112
20/10/2024 17:00;0;0;0;0;0;0;0;0;2560
20/10/2024 18:00;0;0;0;0;0;0;0;0;2304
20/10/2024 19:00;0;0;0;0;0;0;0;0;1824
20/10/2024 20:00;0;0;0;0;0;0;0;0;1266
20/10/2024 21:00;0;0;0;0;0;0;0;0;1207
20/10/2024 22:00;0;0;0;0;0;0;0;0;637
20/10/2024 23:00;0;0;0;0;0;0;0;0;523
21/10/2024 0:00;0;0;0;0;0;0;0;0;124
21/10/2024 1:00;0;0;0;0;0;0;0;0;31
21/10/2024 2:00;0;0;0;0;0;0;0;0;19
21/10/2024 3:00;0;0;0;0;0;0;0;0;11
21/10/2024 4:00;0;0;0;0;0;0;0;0;5
21/10/2024 5:00;0;0;0;0;0;0;0;0;47
21/10/2024 6:00;1;0;1;0;0;0;1;0;256
21/10/2024 7:00;17;10;4;4;7;2;16;10;594
21/10/2024 8:00;41;40;11;12;12;8;42;38;1435
21/10/2024 9:00;70;55;11;14;25;16;65;50;1227
21/10/2024 10:00;60;54;15;10;11;20;54;52;1119
21/10/2024 11:00;83;89;15;19;34;33;74;79;2019
21/10/2024 12:00;152;136;21;22;65;62;135;122;3922
21/10/2024 13:00;169;176;33;33;86;91;152;153;5906
21/10/2024 14:00;90;97;24;23;39;50;76;84;5194
21/10/2024 15:00;83;95;10;11;34;41;67;79;3671
21/10/2024 16:00;71;78;10;7;39;37;57;66;5758
21/10/2024 17:00;66;84;9;10;35;50;54;67;6709
21/10/2024 18:00;58;86;11;15;27;44;49;76;6197
21/10/2024 19:00;17;30;5;8;6;13;16;28;3202
21/10/2024 20:00;0;0;0;0;0;0;0;0;1700
21/10/2024 21:00;0;0;0;0;0;0;0;0;987
21/10/2024 22:00;0;0;0;0;0;0;0;0;307
21/10/2024 23:00;0;0;0;0;0;0;0;0;363
22/10/2024 0:00;0;0;0;0;0;0;0;0;44
22/10/2024 1:00;0;0;0;0;0;0;0;0;33
22/10/2024 2:00;0;0;0;0;0;0;0;0;21
22/10/2024 3:00;0;0;0;0;0;0;0;0;8
22/10/2024 4:00;0;0;0;0;0;0;0;0;50
22/10/2024 5:00;0;0;0;0;0;0;0;0;100
22/10/2024 6:00;2;1;2;1;0;0;2;1;235
22/10/2024 7:00;22;16;4;4;14;6;20;14;724
22/10/2024 8:00;60;49;14;11;30;16;58;48;1871
22/10/2024 9:00;77;74;15;13;41;37;75;66;2255
22/10/2024 10:00;56;52;14;12;23;22;54;46;3020
22/10/2024 11:00;85;65;17;11;48;32;74;57;3898
22/10/2024 12:00;226;198;62;46;128;110;186;173;7456
22/10/2024 13:00;211;225;61;53;105;125;182;186;8159
22/10/2024 14:00;116;125;33;21;57;66;101;113;7084
22/10/2024 15:00;117;108;26;22;58;60;98;89;8913
22/10/2024 16:00;84;100;9;15;52;54;74;85;8646
22/10/2024 17:00;84;101;12;14;49;57;71;87;7832
22/10/2024 18:00;69;79;11;11;39;41;61;69;7530
22/10/2024 19:00;33;51;8;10;15;28;29;43;4296
22/10/2024 20:00;0;1;0;1;0;0;0;1;2169
22/10/2024 21:00;0;1;0;0;0;0;0;1;1373
22/10/2024 22:00;0;0;0;0;0;0;0;0;991
22/10/2024 23:00;0;0;0;0;0;0;0;0;699
23/10/2024 0:00;0;0;0;0;0;0;0;0;269
23/10/2024 1:00;0;0;0;0;0;0;0;0;80
23/10/2024 2:00;0;0;0;0;0;0;0;0;17
23/10/2024 3:00;0;0;0;0;0;0;0;0;35
23/10/2024 4:00;0;0;0;0;0;0;0;0;58
23/10/2024 5:00;0;0;0;0;0;0;0;0;151
23/10/2024 6:00;0;0;0;0;0;0;0;0;324
23/10/2024 7:00;18;12;5;3;8;5;17;11;671
23/10/2024 8:00;39;33;10;9;19;13;37;33;1599
23/10/2024 9:00;101;74;28;16;48;32;94;71;2908
23/10/2024 10:00;73;79;20;18;40;33;66;67;3327
23/10/2024 11:00;87;85;29;18;43;36;77;76;4893
23/10/2024 12:00;151;126;34;34;88;71;134;116;6680
23/10/2024 13:00;178;189;41;34;96;115;153;158;6813
23/10/2024 14:00;104;110;34;22;45;58;91;99;6506
23/10/2024 15:00;88;93;23;22;47;47;79;81;7813
23/10/2024 16:00;83;92;11;12;55;64;68;77;8645
23/10/2024 17:00;98;113;20;22;53;61;86;103;9083
23/10/2024 18:00;59;74;13;15;23;33;55;67;7851
23/10/2024 19:00;18;39;0;1;11;20;17;35;4754
23/10/2024 20:00;0;0;0;0;0;0;0;0;2828
23/10/2024 21:00;0;0;0;0;0;0;0;0;1187
23/10/2024 22:00;0;0;0;0;0;0;0;0;950
23/10/2024 23:00;0;0;0;0;0;0;0;0;806
24/10/2024 0:00;0;0;0;0;0;0;0;0;216
24/10/2024 1:00;0;0;0;0;0;0;0;0;73
24/10/2024 2:00;0;0;0;0;0;0;0;0;34
24/10/2024 3:00;0;0;0;0;0;0;0;0;28
24/10/2024 4:00;0;0;0;0;0;0;0;0;20
24/10/2024 5:00;0;0;0;0;0;0;0;0;75
24/10/2024 6:00;0;0;0;0;0;0;0;0;294
24/10/2024 7:00;18;12;2;2;8;2;18;11;606
24/10/2024 8:00;68;48;22;17;31;18;63;46;1922
24/10/2024 9:00;81;66;16;17;41;29;73;61;2387
24/10/2024 10:00;98;95;30;27;41;46;82;86;3030
24/10/2024 11:00;92;95;19;21;49;44;83;84;4335
24/10/2024 12:00;191;180;40;38;103;91;167;168;7230
24/10/2024 13:00;172;167;33;25;101;102;150;149;8241
24/10/2024 14:00;107;131;28;31;60;73;95;114;6897
24/10/2024 15:00;70;75;11;6;41;42;58;64;7245
24/10/2024 16:00;78;82;16;14;42;45;65;68;8224
24/10/2024 17:00;75;96;9;10;48;58;65;87;8420
24/10/2024 18:00;73;77;18;17;41;41;65;68;7796
24/10/2024 19:00;40;61;4;8;18;31;37;52;4533
24/10/2024 20:00;3;10;0;0;1;4;3;10;2422
24/10/2024 21:00;0;1;0;0;0;0;0;1;1413
24/10/2024 22:00;0;0;0;0;0;0;0;0;1159
24/10/2024 23:00;0;0;0;0;0;0;0;0;945
25/10/2024 0:00;0;0;0;0;0;0;0;0;207
25/10/2024 1:00;0;0;0;0;0;0;0;0;87
25/10/2024 2:00;0;0;0;0;0;0;0;0;32
25/10/2024 3:00;0;0;0;0;0;0;0;0;24
25/10/2024 4:00;0;0;0;0;0;0;0;0;11
25/10/2024 5:00;0;0;0;0;0;0;0;0;110
25/10/2024 6:00;0;0;0;0;0;0;0;0;283
25/10/2024 7:00;14;10;5;3;4;5;13;10;761
25/10/2024 8:00;42;29;11;7;19;11;41;28;1519
25/10/2024 9:00;90;67;19;11;46;31;85;65;3082
25/10/2024 10:00;63;76;16;14;32;33;59;72;3321
25/10/2024 11:00;82;79;12;14;46;37;68;71;5022
25/10/2024 12:00;164;130;31;26;85;70;139;117;6770
25/10/2024 13:00;152;169;33;28;89;99;130;142;7285
25/10/2024 14:00;106;101;21;15;64;59;90;89;6588
25/10/2024 15:00;92;102;11;22;52;57;81;88;8242
25/10/2024 16:00;83;93;10;9;55;57;73;82;9588
25/10/2024 17:00;89;93;10;9;63;59;75;81;9744
25/10/2024 18:00;83;87;17;18;41;47;70;72;8281
25/10/2024 19:00;30;49;5;11;20;24;26;43;5367
25/10/2024 20:00;0;1;0;0;0;0;0;1;3007
25/10/2024 21:00;1;1;0;0;0;0;1;1;1803
25/10/2024 22:00;0;0;0;0;0;0;0;0;1431
25/10/2024 23:00;0;0;0;0;0;0;0;0;1283
26/10/2024 0:00;0;0;0;0;0;0;0;0;451
26/10/2024 1:00;0;0;0;0;0;0;0;0;181
26/10/2024 2:00;0;0;0;0;0;0;0;0;186
26/10/2024 3:00;0;0;0;0;0;0;0;0;115
26/10/2024 4:00;0;0;0;0;0;0;0;0;58
26/10/2024 5:00;0;0;0;0;0;0;0;0;151
26/10/2024 6:00;0;0;0;0;0;0;0;0;298
26/10/2024 7:00;0;0;0;0;0;0;0;0;379
26/10/2024 8:00;18;10;3;2;7;5;15;10;731
26/10/2024 9:00;55;51;9;13;26;22;51;46;1932
26/10/2024 10:00;61;60;15;13;36;31;55;53;3242
